Wall time,Step,Value
1730310873.585142,0,0.11185125261545181
1730310911.967989,1,0.13328532874584198
1730310950.55683,2,0.17273281514644623
1730310989.075307,3,0.19817765057086945
1730311027.999066,4,0.2184615135192871
1730311066.304281,5,0.22896350920200348
1730311104.148384,6,0.23800522089004517
1730311142.755667,7,0.2452666014432907
1730311181.096874,8,0.24986746907234192
1730311219.4281,9,0.25503847002983093
1730311257.583562,10,0.2582690715789795
1730311296.003995,11,0.26169973611831665
1730311334.958314,12,0.26569047570228577
1730311373.836815,13,0.26946118474006653
1730311412.651438,14,0.2701513171195984
1730311451.212109,15,0.2731819152832031
1730311489.89698,16,0.2788429856300354
1730311528.479877,17,0.27987316250801086
1730311567.245126,18,0.2837839126586914
1730311606.093476,19,0.28376391530036926
1730311644.947272,20,0.28590431809425354
1730311683.837398,21,0.2899050712585449
1730311722.545771,22,0.2912353277206421
1730311761.30617,23,0.29408589005470276
1730311800.128535,24,0.295966237783432
1730311839.237928,25,0.2977665662765503
1730311877.999688,26,0.29866674542427063
1730311916.852456,27,0.3012872338294983
1730311955.75913,28,0.3036176860332489
1730311994.620877,29,0.3058781027793884
1730312033.403656,30,0.30986887216567993
1730312072.163837,31,0.3113391399383545
1730312110.896964,32,0.31128913164138794
1730312149.709314,33,0.31384962797164917
1730312188.254741,34,0.3163200914859772
1730312227.146427,35,0.31795039772987366
1730312265.881811,36,0.3203008472919464
1730312304.792748,37,0.32123103737831116
1730312343.880237,38,0.32390153408050537
1730312383.383448,39,0.3282823860645294
1730312422.632927,40,0.3298226594924927
1730312461.991415,41,0.3294425904750824
1730312501.235249,42,0.3335033655166626
1730312540.803775,43,0.33555376529693604
1730312580.210566,44,0.3345135450363159
1730312619.888795,45,0.338814377784729
1730312659.435404,46,0.3406347334384918
1730312699.036996,47,0.34455546736717224
1730312738.852129,48,0.34424540400505066
1730312778.734002,49,0.34420540928840637
1730312818.670315,50,0.3493363857269287
1730312858.267407,51,0.34919634461402893
1730312898.086879,52,0.35003650188446045
1730312937.926878,53,0.3529970645904541
1730312977.849574,54,0.3559376299381256
1730313017.985127,55,0.35663777589797974
1730313057.983794,56,0.3579780161380768
1730313097.93088,57,0.36072853207588196
1730313137.7836,58,0.3640891909599304
1730313177.698546,59,0.3659195303916931
1730313217.74088,60,0.36621958017349243
1730313257.686155,61,0.36902010440826416
1730313297.529109,62,0.37014031410217285
1730313337.656891,63,0.3727008104324341
1730313377.582225,64,0.37640151381492615
1730313417.556059,65,0.37426111102104187
1730313457.462847,66,0.37656155228614807
1730313497.178402,67,0.37991219758987427
1730313535.654225,68,0.38087236881256104
1730313574.250278,69,0.3818725645542145
1730313612.718029,70,0.3818025290966034
1730313651.278969,71,0.38513317704200745
1730313690.491582,72,0.3832128047943115
1730313729.39601,73,0.3851231634616852
1730313767.964898,74,0.387283593416214
1730313806.612224,75,0.390724241733551
1730313846.140685,76,0.3903541564941406
1730313885.607369,77,0.39092427492141724
1730313924.898717,78,0.39020413160324097
1730313964.062662,79,0.3933047354221344
1730314003.323482,80,0.3961552679538727
1730314042.430585,81,0.39389485120773315
1730314081.697452,82,0.3975955545902252
1730314120.729086,83,0.3978655934333801
1730314159.913096,84,0.39735549688339233
1730314199.548175,85,0.40036606788635254
1730314239.239972,86,0.4030165672302246
1730314278.619512,87,0.4031866192817688
1730314318.28607,88,0.40310660004615784
1730314359.564711,89,0.400316059589386
1730314402.244586,90,0.40371671319007874
1730314445.41353,91,0.40533700585365295
1730314484.757306,92,0.40698733925819397
1730314524.243977,93,0.4074274003505707
1730314563.807535,94,0.407617449760437
1730314603.550789,95,0.40952780842781067
1730314643.138321,96,0.4100979268550873
1730314682.601532,97,0.4122283160686493
1730314721.880927,98,0.41006791591644287
1730314761.178906,99,0.4131484925746918
